                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    106,                 0.6216,                0.96821,                0.49624,                 1.0577,                0.92249,                0.88889,                0.94326,                0.76269,                0.91505,                0.88172,                0.91812,                0.73188,                0.69919,                 1.3087,                0.58667,                 1.1001,              0.0009704,              0.0009704,              0.0009704
                    107,                0.58999,                0.94939,                0.49472,                 1.0591,                0.94797,                0.87097,                0.91866,                0.76251,                0.94407,                0.86738,                0.90466,                0.73089,                0.72563,                  1.342,                0.57031,                 1.1177,              0.0009605,              0.0009605,              0.0009605
                    108,                0.57794,                0.92244,                0.47528,                 1.0497,                0.95434,                0.89904,                0.93704,                0.75297,                0.93847,                0.87814,                0.90421,                 0.7298,                 0.7106,                  1.367,                0.57009,                 1.1162,              0.0009506,              0.0009506,              0.0009506
                    109,                0.58027,                 0.9288,                0.48002,                 1.0527,                0.92795,                0.90681,                0.93239,                0.76089,                0.92062,                0.89964,                0.91299,                0.73495,                  0.686,                 1.3247,                0.58005,                 1.0824,              0.0009407,              0.0009407,              0.0009407
                    110,                   0.59,                0.93246,                0.47441,                 1.0612,                0.93298,                0.90323,                0.93251,                0.75537,                0.92557,                0.89606,                0.91895,                0.73241,                0.73473,                 1.2721,                0.59037,                 1.1351,              0.0009308,              0.0009308,              0.0009308
                    111,                0.61313,                0.98075,                0.48775,                 1.0572,                0.94067,                0.90929,                0.93852,                0.76156,                0.93082,                0.86804,                0.92095,                 0.7417,                 0.7013,                 1.2759,                0.57958,                 1.0969,              0.0009209,              0.0009209,              0.0009209
                    112,                 0.5781,                0.93757,                0.46081,                 1.0467,                0.91261,                0.89247,                0.92343,                0.73685,                 0.8792,                0.88692,                0.90488,                0.72217,                0.70928,                 1.3229,                0.60376,                 1.1107,               0.000911,               0.000911,               0.000911
                    113,                0.58552,                0.93231,                0.47987,                 1.0545,                0.91931,                0.89839,                0.91621,                0.73285,                0.91098,                0.88025,                0.89712,                0.71322,                0.75096,                  1.348,                0.58708,                 1.1434,              0.0009011,              0.0009011,              0.0009011
                    114,                 0.5818,                0.97707,                0.48443,                 1.0586,                0.91916,                0.89655,                0.93092,                 0.7594,                0.89712,                0.87517,                0.90409,                0.72977,                0.70102,                 1.3464,                0.57624,                 1.1112,              0.0008912,              0.0008912,              0.0008912
                    115,                0.58308,                0.91406,                0.46371,                 1.0461,                0.94753,                0.90616,                0.93523,                0.75781,                 0.9186,                0.88982,                0.91203,                0.73441,                0.73267,                 1.3193,                0.54651,                  1.134,              0.0008813,              0.0008813,              0.0008813
                    116,                0.60328,                 0.9429,                0.46753,                 1.0706,                0.91872,                 0.8913,                0.91266,                0.75506,                0.91755,                0.87753,                0.89702,                 0.7297,                0.71445,                 1.2847,                0.55978,                 1.1097,              0.0008714,              0.0008714,              0.0008714
                    117,                0.58508,                0.93115,                0.47694,                 1.0567,                0.93145,                 0.8853,                0.91156,                0.74809,                0.92774,                0.87433,                0.90329,                0.72516,                0.71404,                 1.3507,                0.59398,                 1.1015,              0.0008615,              0.0008615,              0.0008615
                    118,                0.58821,                0.94203,                0.47171,                 1.0496,                0.93086,                0.86867,                 0.9111,                0.73914,                0.94506,                0.84946,                0.90157,                0.72101,                0.73181,                 1.4038,                0.61573,                 1.1344,              0.0008516,              0.0008516,              0.0008516
                    119,                0.59878,                0.91036,                 0.4755,                 1.0627,                0.93082,                0.88889,                0.92646,                0.74963,                0.93115,                0.87455,                0.91293,                0.72252,                0.71957,                 1.3251,                0.54721,                  1.132,              0.0008417,              0.0008417,              0.0008417
                    120,                  0.571,                0.89832,                0.44804,                 1.0457,                0.94535,                0.87097,                0.92019,                0.73821,                0.93757,                 0.8638,                0.90224,                0.72155,                0.74283,                 1.2776,                0.56709,                 1.1486,              0.0008318,              0.0008318,              0.0008318
                    121,                0.56479,                0.87914,                0.45722,                 1.0537,                 0.9527,                0.86626,                0.94119,                0.75332,                0.94465,                0.84588,                0.91843,                0.72017,                0.72503,                 1.3035,                0.59372,                 1.1089,              0.0008219,              0.0008219,              0.0008219
                    122,                0.57099,                0.90042,                0.46162,                 1.0503,                0.93991,                 0.8971,                0.92396,                0.75285,                 0.9174,                0.87577,                0.89856,                0.72829,                0.73821,                 1.3187,                0.54738,                 1.1193,               0.000812,               0.000812,               0.000812
                    123,                 0.5577,                0.88365,                0.43391,                 1.0393,                0.96542,                 0.8853,                0.93874,                0.75848,                0.94978,                0.87097,                0.91621,                0.74122,                0.70977,                 1.3761,                0.51121,                 1.0985,              0.0008021,              0.0008021,              0.0008021
                    124,                0.57747,                0.90619,                0.46904,                 1.0432,                0.92966,                0.87814,                0.93332,                0.76592,                0.92587,                0.87455,                0.91683,                0.74004,                0.69405,                 1.3047,                0.54863,                 1.0898,              0.0007922,              0.0007922,              0.0007922
                    125,                0.56322,                 0.8702,                0.46479,                 1.0437,                0.93926,                0.89964,                0.92895,                0.76865,                0.92785,                0.88889,                0.91478,                 0.7391,                0.70281,                 1.3995,                0.51603,                 1.0949,              0.0007823,              0.0007823,              0.0007823
                    126,                0.55181,                0.87417,                0.44316,                 1.0374,                0.94206,                0.87413,                0.92071,                0.75045,                0.93428,                0.86625,                0.90183,                0.72761,                0.72047,                  1.359,                0.53409,                 1.1139,              0.0007724,              0.0007724,              0.0007724
                    127,                0.56933,                 0.8788,                0.45807,                 1.0429,                 0.9147,                  0.884,                 0.9306,                0.75892,                0.90732,                0.87718,                0.91207,                 0.7367,                0.71458,                 1.2978,                 0.5533,                 1.1041,              0.0007625,              0.0007625,              0.0007625
                    128,                0.55876,                 0.9359,                 0.4593,                 1.0367,                 0.9456,                0.88889,                0.92732,                0.75562,                0.93411,                0.87814,                0.90707,                0.73808,                0.72291,                 1.2615,                0.53329,                 1.1199,              0.0007526,              0.0007526,              0.0007526
                    129,                0.56313,                0.90146,                0.44427,                 1.0396,                0.93614,                 0.8932,                0.93336,                0.76919,                0.92144,                0.88285,                0.90881,                0.74314,                 0.7002,                 1.3756,                0.51821,                 1.1066,              0.0007427,              0.0007427,              0.0007427
                    130,                0.55559,                0.88659,                0.43852,                 1.0482,                0.92997,                0.90323,                0.92021,                0.75999,                0.92022,                0.87814,                0.89718,                0.72747,                0.69396,                 1.3372,                0.57034,                 1.0912,              0.0007328,              0.0007328,              0.0007328
                    131,                0.55985,                0.87463,                0.45026,                 1.0366,                0.93657,                0.89974,                0.92643,                0.76035,                0.92572,                0.89339,                0.90869,                0.73538,                0.68189,                 1.3037,                0.55017,                 1.0839,              0.0007229,              0.0007229,              0.0007229
                    132,                0.54524,                0.85172,                0.43635,                 1.0368,                0.96839,                0.87834,                0.92203,                0.75919,                0.95653,                0.86758,                0.90884,                0.73431,                0.72702,                 1.3519,                0.49614,                 1.1241,               0.000713,               0.000713,               0.000713
                    133,                0.56296,                0.88245,                0.44411,                 1.0487,                0.93314,                0.90049,                0.92696,                0.75663,                0.91829,                0.88616,                0.90784,                0.73959,                0.71951,                 1.3455,                0.52592,                 1.1187,              0.0007031,              0.0007031,              0.0007031
                    134,                 0.5401,                0.86515,                0.43997,                 1.0358,                0.92376,                0.91202,                0.92743,                 0.7639,                 0.9133,                0.89247,                0.90947,                0.73861,                0.69571,                 1.3153,                0.54673,                 1.0797,              0.0006932,              0.0006932,              0.0006932
                    135,                0.56239,                0.91491,                  0.439,                 1.0379,                0.94268,                0.88411,                0.92267,                0.75062,                0.93121,                0.87336,                0.90752,                0.72726,                0.75131,                 1.4057,                0.55146,                 1.1562,              0.0006833,              0.0006833,              0.0006833
                    136,                0.57726,                 0.9036,                0.45392,                 1.0487,                0.95171,                0.88889,                 0.9254,                0.76129,                0.94089,                0.87814,                0.91061,                0.73105,                0.72636,                 1.4054,                0.49945,                 1.1281,              0.0006734,              0.0006734,              0.0006734
                    137,                0.54192,                0.86282,                0.43647,                  1.032,                0.94377,                0.90233,                0.93111,                0.75898,                0.92874,                0.88889,                0.91415,                0.72786,                0.70724,                 1.3704,                0.53451,                 1.0967,              0.0006635,              0.0006635,              0.0006635
                    138,                0.53771,                0.83033,                0.43006,                 1.0305,                0.94651,                0.88794,                  0.933,                0.76767,                0.92856,                0.88517,                0.91268,                0.73462,                 0.7008,                 1.3511,                 0.5125,                 1.0926,              0.0006536,              0.0006536,              0.0006536
                    139,                0.54655,                0.92665,                0.43781,                 1.0334,                0.93686,                0.89964,                0.93554,                0.77204,                0.92172,                 0.8853,                0.90909,                0.73176,                0.68771,                 1.3297,                 0.5156,                 1.0844,              0.0006437,              0.0006437,              0.0006437
                    140,                0.55674,                0.89227,                0.43462,                 1.0415,                0.94379,                0.90269,                0.92983,                0.77376,                0.92506,                0.88488,                0.91078,                0.73918,                0.68907,                 1.2809,                0.51496,                 1.0906,              0.0006338,              0.0006338,              0.0006338
                    141,                0.52067,                 0.8432,                0.42171,                 1.0157,                0.94354,                0.91398,                0.94333,                0.77656,                0.92128,                0.89247,                0.91317,                0.74173,                 0.6793,                 1.3602,                 0.5199,                 1.0806,              0.0006239,              0.0006239,              0.0006239
                    142,                0.53827,                0.84471,                0.42505,                 1.0166,                0.94059,                  0.908,                0.93828,                0.78002,                0.92586,                0.89522,                0.92084,                0.75065,                0.66984,                 1.3068,                0.50939,                 1.0749,               0.000614,               0.000614,               0.000614
                    143,                0.53303,                0.86679,                 0.4207,                  1.027,                0.95777,                0.89412,                 0.9449,                0.78028,                0.94237,                0.87921,                0.92543,                 0.7492,                0.67863,                 1.2938,                0.50891,                 1.0883,              0.0006041,              0.0006041,              0.0006041
                    144,                 0.5394,                0.87784,                0.43947,                 1.0272,                0.93786,                0.90681,                 0.9288,                0.76741,                0.92303,                0.89247,                0.90756,                0.73412,                0.70042,                 1.3564,                0.50956,                 1.1091,              0.0005942,              0.0005942,              0.0005942
                    145,                0.52447,                 0.8386,                0.41555,                 1.0299,                0.94401,                0.90323,                0.92161,                0.75976,                0.93277,                0.89247,                0.90406,                0.73064,                0.72401,                 1.3567,                0.54294,                 1.1309,              0.0005843,              0.0005843,              0.0005843
                    146,                0.52835,                0.84811,                0.41744,                 1.0223,                0.93495,                0.90323,                 0.9327,                0.77521,                 0.9199,                0.88889,                0.90868,                0.74471,                0.69032,                 1.3657,                0.52925,                 1.0943,              0.0005744,              0.0005744,              0.0005744
                    147,                0.52981,                0.81666,                0.42243,                 1.0213,                0.94714,                0.90681,                0.93821,                0.77167,                0.92481,                0.88165,                  0.908,                0.74745,                0.67092,                 1.3325,                0.53467,                 1.0791,              0.0005645,              0.0005645,              0.0005645
                    148,                0.51954,                0.81258,                0.39998,                 1.0145,                0.92968,                0.90029,                 0.9189,                 0.7599,                0.91488,                0.88609,                0.90379,                0.73129,                0.69154,                  1.375,                0.53651,                 1.0908,              0.0005546,              0.0005546,              0.0005546
                    149,                0.55267,                0.87435,                0.42557,                 1.0272,                0.95315,                0.88889,                 0.9298,                0.77608,                0.94321,                0.87814,                0.90652,                0.74355,                0.69212,                 1.3818,                0.51678,                 1.0997,              0.0005447,              0.0005447,              0.0005447
                    150,                0.52298,                 0.8438,                0.41644,                 1.0214,                0.94466,                 0.9177,                0.92727,                0.77419,                0.93595,                0.89037,                 0.9076,                0.74523,                0.69694,                 1.3868,                0.50888,                 1.1055,              0.0005348,              0.0005348,              0.0005348
                    151,                  0.548,                0.85893,                0.42725,                 1.0346,                0.94663,                0.89001,                0.93045,                0.77949,                0.93138,                0.87567,                0.90717,                0.75003,                0.70489,                 1.4219,                0.49802,                 1.1122,              0.0005249,              0.0005249,              0.0005249
                    152,                0.50595,                0.79075,                0.39508,                 1.0138,                0.94001,                0.89861,                0.93014,                0.77686,                0.92879,                0.88826,                0.90803,                0.74952,                0.68301,                 1.4227,                0.50704,                 1.0909,               0.000515,               0.000515,               0.000515
                    153,                0.52902,                0.85933,                0.42361,                 1.0207,                0.94601,                0.90323,                0.92939,                0.77495,                0.93475,                0.89247,                0.91445,                0.75126,                0.68952,                 1.3857,                0.50066,                 1.0913,              0.0005051,              0.0005051,              0.0005051
                    154,                0.52047,                0.85393,                0.41821,                  1.013,                0.93742,                0.90681,                0.92249,                0.77284,                0.92253,                0.89632,                0.91455,                0.74356,                0.68083,                 1.4067,                0.48498,                 1.0827,              0.0004952,              0.0004952,              0.0004952
                    155,                0.53137,                 0.8465,                0.41407,                 1.0137,                0.93578,                 0.8878,                0.92168,                0.76422,                0.92614,                0.89606,                0.91086,                0.74607,                0.68073,                 1.2797,                0.48613,                 1.0931,              0.0004853,              0.0004853,              0.0004853
                    156,                0.50369,                 0.7873,                 0.3924,                 1.0009,                0.94048,                 0.9061,                  0.926,                0.76628,                0.92969,                0.90047,                0.91038,                0.74763,                0.68057,                 1.2796,                  0.476,                 1.0915,              0.0004754,              0.0004754,              0.0004754
                    157,                0.50218,                0.83099,                0.40249,                 1.0023,                0.95808,                0.90105,                0.92102,                0.75741,                 0.9376,                0.89247,                0.90131,                0.74183,                0.69342,                 1.3293,                0.49626,                 1.1038,              0.0004655,              0.0004655,              0.0004655
                    158,                0.52904,                0.83551,                0.41488,                 1.0225,                0.94944,                0.88889,                0.92406,                0.76219,                0.94218,                0.87097,                0.90369,                0.73779,                0.67562,                 1.3334,                0.48332,                  1.088,              0.0004556,              0.0004556,              0.0004556
                    159,                0.49573,                0.80746,                0.39385,                 1.0069,                0.95394,                0.89081,                0.92302,                0.76909,                0.93477,                0.87313,                0.91068,                0.74539,                0.68252,                 1.3703,                  0.476,                 1.1027,              0.0004457,              0.0004457,              0.0004457
                    160,                0.49524,                0.80383,                0.39147,                 1.0046,                0.92276,                0.91398,                0.92639,                0.76897,                0.91182,                0.90323,                 0.9099,                0.74584,                0.67956,                 1.3743,                0.48472,                 1.1048,              0.0004358,              0.0004358,              0.0004358
                    161,                0.50972,                0.80681,                0.39612,                 1.0155,                0.95382,                0.88172,                 0.9277,                0.77696,                0.94219,                0.87097,                0.90706,                0.75116,                0.65439,                  1.385,                0.49367,                 1.0802,              0.0004259,              0.0004259,              0.0004259
                    162,                0.51085,                0.80976,                0.39934,                 1.0116,                0.94656,                0.88887,                0.93085,                0.78253,                 0.9307,                0.86649,                0.90761,                0.75276,                0.64898,                  1.343,                0.47516,                 1.0677,               0.000416,               0.000416,               0.000416
                    163,                 0.5233,                 0.7938,                 0.4059,                 1.0269,                0.93659,                0.87814,                0.92253,                0.77453,                0.92058,                 0.8638,                 0.9058,                0.75087,                0.66439,                 1.3447,                 0.4882,                  1.069,              0.0004061,              0.0004061,              0.0004061
                    164,                 0.4998,                0.78804,                0.38999,                 1.0066,                0.95042,                0.89606,                0.92528,                0.77219,                0.93901,                 0.8853,                0.91111,                0.73975,                0.66883,                 1.4275,                0.46899,                 1.0857,              0.0003962,              0.0003962,              0.0003962
                    165,                0.50433,                0.82949,                0.39597,                 1.0062,                0.95026,                0.88172,                0.91852,                0.76461,                0.93786,                0.86548,                0.89961,                0.74235,                0.66583,                 1.3803,                0.50373,                 1.0869,              0.0003863,              0.0003863,              0.0003863
                    166,                0.50875,                0.80019,                0.39634,                 1.0118,                0.93636,                0.90681,                0.92165,                0.77026,                 0.9213,                0.89247,                0.90624,                0.74155,                0.65904,                 1.4063,                0.48361,                 1.0839,              0.0003764,              0.0003764,              0.0003764
                    167,                0.49672,                0.79282,                0.38032,                 1.0145,                0.95192,                0.89606,                0.92152,                0.76972,                0.93634,                0.88172,                0.90155,                0.73603,                0.67204,                 1.3515,                0.49057,                 1.0933,              0.0003665,              0.0003665,              0.0003665
                    168,                0.50152,                0.80641,                0.39609,                0.99803,                0.94835,                0.87814,                0.92437,                0.78308,                0.93673,                0.86738,                0.90659,                0.75364,                0.65393,                 1.2996,                0.47287,                 1.0801,              0.0003566,              0.0003566,              0.0003566
                    169,                0.48429,                0.79052,                 0.3765,                0.99526,                0.96089,                0.88067,                0.91938,                0.77072,                0.94542,                0.86926,                0.90162,                0.74331,                0.66039,                 1.3173,                0.47131,                 1.0921,              0.0003467,              0.0003467,              0.0003467
                    170,                0.47859,                0.76734,                0.36818,                 1.0016,                0.95375,                0.88696,                0.92141,                0.77437,                0.93833,                0.87263,                0.90759,                0.75178,                0.65318,                 1.3211,                0.46056,                 1.0715,              0.0003368,              0.0003368,              0.0003368
                    171,                0.49377,                0.80372,                 0.3971,                0.99943,                0.92316,                0.91756,                0.92579,                0.76495,                0.90874,                0.90323,                0.90894,                0.74396,                 0.6593,                 1.3571,                 0.4715,                 1.0795,              0.0003269,              0.0003269,              0.0003269
                    172,                0.49363,                0.76927,                0.37854,                0.99341,                0.95031,                0.89117,                0.92832,                0.77366,                 0.9357,                0.88669,                0.91032,                0.75101,                0.66203,                 1.4052,                0.47079,                  1.084,               0.000317,               0.000317,               0.000317
                    173,                0.49625,                0.80132,                0.37817,                 1.0099,                0.95466,                0.90565,                0.92864,                0.77042,                0.93901,                 0.8853,                0.90629,                0.74465,                0.66974,                 1.3726,                0.47266,                 1.0882,              0.0003071,              0.0003071,              0.0003071
                    174,                0.48667,                0.77269,                0.37326,                 0.9998,                0.94012,                 0.9003,                0.93056,                0.77513,                0.92512,                0.88559,                0.90474,                0.75384,                0.67703,                 1.3524,                0.47822,                 1.0829,              0.0002972,              0.0002972,              0.0002972
                    175,                0.45893,                0.71522,                0.35188,                0.99244,                0.94435,                0.89247,                 0.9189,                0.76965,                0.93859,                0.87814,                0.90368,                0.75003,                0.68743,                 1.3634,                0.49962,                 1.0894,              0.0002873,              0.0002873,              0.0002873
                    176,                0.48896,                0.83768,                0.37778,                 1.0022,                0.94797,                0.89247,                0.92023,                0.76474,                0.93649,                0.88172,                 0.9051,                0.74417,                0.67625,                 1.3492,                0.49769,                 1.0884,              0.0002774,              0.0002774,              0.0002774
                    177,                 0.4756,                0.79341,                0.37543,                0.99274,                0.93046,                0.91117,                0.93264,                0.77806,                0.91582,                0.89692,                0.91026,                0.75057,                0.66627,                 1.3253,                0.47952,                 1.0779,              0.0002675,              0.0002675,              0.0002675
                    178,                0.48767,                0.78523,                0.37912,                 1.0025,                0.93767,                0.90681,                0.92166,                0.78247,                0.92641,                0.89606,                0.90611,                0.75492,                0.64738,                 1.3062,                0.48682,                 1.0574,              0.0002576,              0.0002576,              0.0002576
                    179,                0.48775,                0.77998,                0.37435,                 1.0039,                0.93217,                0.89606,                0.92698,                0.77597,                0.91744,                0.87622,                0.90546,                0.75192,                0.65194,                 1.3143,                0.49425,                  1.056,              0.0002477,              0.0002477,              0.0002477
                    180,                0.47867,                0.78169,                0.37859,                0.98546,                0.93105,                0.91953,                0.93589,                0.78391,                0.90963,                0.89606,                0.90448,                0.75602,                0.64753,                 1.3168,                0.47281,                 1.0606,              0.0002378,              0.0002378,              0.0002378
                    181,                0.47915,                 0.7525,                0.37545,                0.99144,                0.93777,                0.91825,                0.93658,                0.78423,                 0.9187,                0.89099,                0.90537,                0.75682,                0.64541,                  1.336,                0.46986,                 1.0642,              0.0002279,              0.0002279,              0.0002279
                    182,                0.50857,                0.79624,                0.40038,                   1.01,                0.95844,                0.90681,                0.93707,                0.78061,                  0.939,                 0.8853,                0.90849,                0.75392,                0.65158,                 1.3576,                 0.4469,                 1.0704,               0.000218,               0.000218,               0.000218
                    183,                0.48173,                  0.755,                0.36806,                0.98931,                0.94422,                0.91014,                0.92345,                0.78247,                0.92547,                0.89008,                0.90502,                0.75603,                0.64645,                 1.3802,                0.44229,                 1.0635,              0.0002081,              0.0002081,              0.0002081
                    184,                 0.4835,                0.77864,                0.37204,                0.99249,                0.94394,                0.90519,                0.92579,                 0.7813,                0.93872,                0.87855,                0.90549,                0.75352,                0.63727,                 1.3899,                0.44718,                  1.053,              0.0001982,              0.0001982,              0.0001982
                    185,                0.48136,                0.77884,                0.37413,                0.99724,                0.93741,                0.91264,                0.92558,                0.78635,                0.92603,                0.89964,                 0.9072,                0.76326,                0.63775,                 1.3718,                0.44167,                  1.051,              0.0001883,              0.0001883,              0.0001883
                    186,                0.46265,                0.76083,                0.36346,                  0.994,                0.94448,                0.91461,                 0.9267,                0.78879,                0.93688,                0.90446,                 0.9135,                0.75857,                0.64679,                 1.3711,                 0.4445,                 1.0486,              0.0001784,              0.0001784,              0.0001784
                    187,                0.47178,                0.75123,                0.36547,                0.98435,                0.94871,                0.91398,                0.93057,                0.78766,                 0.9332,                0.90125,                 0.9099,                0.75769,                0.63875,                 1.3947,                0.44033,                 1.0493,              0.0001685,              0.0001685,              0.0001685
                    188,                0.45534,                0.74868,                0.34436,                0.98508,                0.95087,                0.91039,                0.92591,                0.78232,                0.93547,                0.89606,                0.90765,                0.75525,                0.64364,                 1.4016,                0.44437,                 1.0546,              0.0001586,              0.0001586,              0.0001586
                    189,                0.45796,                0.72247,                0.35375,                0.99032,                0.95065,                0.90681,                0.92287,                0.78245,                 0.9355,                0.89247,                 0.9097,                0.75708,                0.64741,                 1.4025,                0.43995,                 1.0628,              0.0001487,              0.0001487,              0.0001487
                    190,                0.46373,                0.73835,                0.35743,                0.99405,                0.95372,                0.91398,                0.92324,                  0.781,                0.93784,                0.89964,                0.90886,                0.75645,                0.64935,                 1.4135,                0.43521,                 1.0691,              0.0001388,              0.0001388,              0.0001388
                    191,                 0.4621,                0.71127,                0.41966,                  1.035,                0.93512,                0.91398,                0.93614,                0.77165,                0.92553,                0.88172,                 0.9026,                0.74103,                0.64768,                 1.5016,                0.47411,                 1.0754,              0.0001289,              0.0001289,              0.0001289
                    192,                0.44153,                0.69218,                0.38404,                 1.0297,                0.95877,                0.91689,                 0.9336,                0.77137,                0.93256,                 0.8921,                0.90234,                0.74855,                0.65509,                 1.4553,                  0.451,                  1.093,               0.000119,               0.000119,               0.000119
                    193,                0.44072,                0.66171,                0.37143,                 1.0362,                0.96237,                0.91672,                0.93981,                0.78253,                 0.9398,                0.89521,                0.91001,                0.75633,                 0.6553,                 1.4133,                0.44521,                 1.0899,              0.0001091,              0.0001091,              0.0001091
                    194,                0.43567,                0.63424,                0.34402,                 1.0178,                0.96123,                0.91039,                0.93699,                0.78824,                0.94222,                0.89964,                0.91189,                0.75808,                0.64242,                 1.4212,                0.42958,                 1.0749,               9.92e-05,               9.92e-05,               9.92e-05
                    195,                0.43081,                0.62633,                0.34787,                 1.0153,                0.96099,                0.91756,                0.93622,                0.79041,                0.94354,                0.90323,                0.91545,                0.76189,                0.64126,                 1.4341,                0.42434,                 1.0768,               8.93e-05,               8.93e-05,               8.93e-05
                    196,                0.42528,                0.64278,                0.34131,                 1.0138,                0.97086,                0.91756,                0.94239,                0.79529,                0.94803,                0.89606,                0.91451,                0.76429,                0.64445,                 1.4334,                0.43631,                 1.0779,               7.94e-05,               7.94e-05,               7.94e-05
                    197,                 0.4018,                0.63119,                0.34287,                0.98613,                0.96856,                0.91039,                0.93567,                0.79633,                0.94949,                0.89247,                0.91539,                0.76707,                0.64756,                 1.4366,                0.43152,                 1.0837,               6.95e-05,               6.95e-05,               6.95e-05
                    198,                0.42457,                0.63876,                0.34852,                 1.0141,                0.96959,                0.91433,                0.94531,                0.80043,                0.94679,                0.89291,                0.91499,                0.76704,                0.64099,                 1.4301,                0.41621,                  1.075,               5.96e-05,               5.96e-05,               5.96e-05
                    199,                0.42488,                0.67873,                0.36333,                   1.01,                0.96015,                0.90681,                0.93262,                0.80075,                0.95365,                0.88491,                0.91346,                0.77116,                0.64219,                 1.4347,                0.42041,                 1.0708,               4.97e-05,               4.97e-05,               4.97e-05
                    200,                0.38311,                0.58952,                0.32815,                0.96919,                0.95663,                0.90681,                0.93312,                0.79969,                0.93598,                0.89964,                0.91647,                0.76981,                0.63484,                 1.4285,                 0.4222,                 1.0673,               3.98e-05,               3.98e-05,               3.98e-05
