                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    104,                0.51706,                0.42089,                0.31385,                0.88375,                0.99541,                0.99764,                0.99497,                0.94051,                0.99138,                0.99343,                0.99332,                 0.6564,                0.37614,                0.21382,                0.20227,                0.85169,             0.00061887,             0.00061887,             0.00061887
                    105,                0.51836,                0.40924,                0.31441,                0.88345,                0.99346,                0.99624,                0.99496,                0.93646,                0.98582,                0.98857,                0.98844,                0.65029,                0.38235,                0.21627,                0.21192,                0.85282,             0.00061269,             0.00061269,             0.00061269
                    106,                0.51609,                0.41385,                0.30935,                0.88083,                0.99821,                0.99916,                0.99499,                0.94889,                0.99597,                0.99691,                0.99399,                0.67729,                0.35714,                0.21036,                0.20063,                 0.8463,              0.0006065,              0.0006065,              0.0006065
                    107,                0.50702,                0.41185,                0.30593,                0.87893,                0.99577,                0.99594,                0.99497,                0.93991,                0.99259,                0.99276,                0.99345,                0.66013,                0.37274,                0.21183,                0.20894,                0.85193,             0.00060031,             0.00060031,             0.00060031
                    108,                0.50444,                 0.4073,                 0.3043,                0.87647,                0.99822,                0.99815,                0.99499,                0.93635,                0.99597,                 0.9959,                0.99429,                 0.6592,                 0.3726,                0.21273,                0.21065,                0.85196,             0.00059413,             0.00059413,             0.00059413
                    109,                0.51147,                0.40292,                0.30959,                0.87634,                0.99464,                0.99655,                0.99492,                0.93664,                0.99277,                0.99469,                0.99412,                 0.6615,                0.37318,                0.21017,                0.21422,                0.84901,             0.00058794,             0.00058794,             0.00058794
                    110,                0.51639,                0.41101,                0.31084,                0.88261,                0.99579,                0.99973,                0.99499,                0.94808,                0.99474,                0.99867,                0.99455,                0.67008,                 0.3545,                0.21067,                0.19998,                0.84636,             0.00058175,             0.00058175,             0.00058175
                    111,                0.49687,                0.40749,                 0.3034,                0.87638,                0.99391,                0.99606,                0.99499,                0.94416,                0.99262,                0.99476,                0.99405,                0.66295,                0.35418,                0.20841,                0.20394,                 0.8471,             0.00057556,             0.00057556,             0.00057556
                    112,                0.49895,                0.40836,                0.30143,                0.87493,                0.99711,                0.99824,                 0.9949,                0.94019,                0.99615,                0.99741,                0.99443,                0.65961,                 0.3658,                 0.2104,                0.20487,                0.84849,             0.00056938,             0.00056938,             0.00056938
                    113,                0.50514,                 0.4109,                0.30451,                0.87548,                0.99759,                0.99962,                0.99499,                0.94688,                0.99653,                0.99856,                0.99468,                0.68057,                0.35397,                0.20375,                0.20206,                0.84712,             0.00056319,             0.00056319,             0.00056319
                    114,                0.49742,                0.40816,                0.29935,                 0.8751,                0.99737,                0.99832,                0.99499,                0.94348,                 0.9965,                0.99745,                0.99469,                0.66678,                0.35159,                0.20881,                0.19849,                0.84215,               0.000557,               0.000557,               0.000557
                    115,                0.50347,                0.40724,                 0.3015,                0.87733,                0.99631,                 0.9987,                0.99496,                0.95123,                0.99508,                0.99747,                0.99406,                0.67374,                0.34385,                0.20616,                0.20008,                0.84249,             0.00055081,             0.00055081,             0.00055081
                    116,                0.49682,                0.39235,                0.29707,                0.87585,                0.99836,                0.99961,                  0.995,                0.94786,                0.99699,                0.99855,                0.99477,                0.68191,                0.34323,                0.20136,                0.19684,                0.84134,             0.00054463,             0.00054463,             0.00054463
                    117,                 0.4961,                 0.3977,                0.30073,                0.87552,                0.99727,                0.99794,                  0.995,                0.95067,                0.99627,                0.99694,                0.99442,                0.66839,                0.33551,                0.20526,                 0.1949,                0.84044,             0.00053844,             0.00053844,             0.00053844
                    118,                0.50467,                0.40054,                0.30205,                0.87832,                0.99873,                0.99938,                  0.995,                0.94257,                0.99656,                0.99721,                0.99408,                0.66804,                0.34511,                0.20409,                0.19744,                0.84258,             0.00053225,             0.00053225,             0.00053225
                    119,                0.49126,                0.39875,                0.29583,                0.87826,                0.99893,                 0.9993,                  0.995,                0.95333,                0.99775,                0.99813,                0.99461,                0.68922,                0.33686,                0.20331,                0.19137,                0.84052,             0.00052606,             0.00052606,             0.00052606
                    120,                0.48172,                0.38758,                0.29343,                0.86927,                0.99759,                0.99882,                  0.995,                0.95116,                0.99664,                0.99791,                0.99456,                0.67741,                0.33596,                0.20203,                0.19292,                0.84179,             0.00051988,             0.00051988,             0.00051988
                    121,                0.48309,                0.39614,                0.28866,                0.87353,                0.99809,                0.99916,                  0.995,                0.95421,                0.99712,                0.99824,                0.99487,                0.67947,                0.33195,                0.20145,                0.19374,                0.83887,             0.00051369,             0.00051369,             0.00051369
                    122,                0.49058,                0.41678,                0.29895,                0.87196,                0.99828,                0.99881,                  0.995,                0.95488,                0.99677,                0.99747,                0.99399,                0.67544,                0.32619,                0.20403,                0.18986,                0.83751,              0.0005075,              0.0005075,              0.0005075
                    123,                0.48145,                0.40318,                0.29054,                0.87246,                0.99685,                0.99957,                  0.995,                0.95427,                0.99604,                0.99876,                0.99444,                0.68197,                0.32502,                0.20005,                0.18665,                 0.8358,             0.00050131,             0.00050131,             0.00050131
                    124,                 0.4827,                0.40039,                0.29114,                0.87202,                0.99347,                0.99867,                  0.995,                0.94988,                0.99236,                0.99755,                 0.9942,                0.67387,                0.32627,                0.20032,                0.18803,                0.83675,             0.00049513,             0.00049513,             0.00049513
                    125,                0.47808,                0.39924,                0.28951,                0.87025,                0.99805,                0.99895,                  0.995,                0.94896,                  0.996,                 0.9969,                0.99403,                0.68075,                0.33908,                0.20068,                0.18883,                0.84069,             0.00048894,             0.00048894,             0.00048894
                    126,                0.47619,                0.39326,                0.28728,                0.87145,                0.99685,                0.99917,                0.99498,                0.95021,                0.99531,                0.99763,                0.99394,                0.65954,                0.32262,                0.20321,                0.18893,                0.83707,             0.00048275,             0.00048275,             0.00048275
                    127,                0.47576,                0.40282,                0.28937,                0.86809,                0.99652,                 0.9985,                0.99496,                0.95326,                 0.9947,                0.99669,                0.99426,                0.68859,                0.32387,                0.19849,                0.18768,                0.83591,             0.00047656,             0.00047656,             0.00047656
                    128,                0.47401,                 0.3847,                0.28436,                0.86335,                0.99808,                0.99835,                  0.995,                0.95532,                0.99758,                0.99785,                 0.9949,                0.67763,                0.31729,                 0.2003,                0.18311,                0.83488,             0.00047038,             0.00047038,             0.00047038
                    129,                0.45965,                0.37863,                0.27559,                0.86391,                0.99774,                0.99775,                  0.995,                0.95672,                0.99706,                0.99707,                0.99475,                0.69886,                0.31853,                0.19693,                0.18485,                0.83522,             0.00046419,             0.00046419,             0.00046419
                    130,                0.46943,                0.39274,                0.28116,                0.86562,                0.99862,                0.99838,                  0.995,                0.95345,                0.99782,                0.99758,                0.99486,                0.67588,                0.32766,                0.19937,                0.18602,                0.83579,               0.000458,               0.000458,               0.000458
                    131,                0.46716,                0.39359,                0.28189,                0.86823,                0.99829,                0.99863,                  0.995,                0.95963,                0.99692,                0.99727,                0.99432,                0.67964,                  0.308,                0.19922,                0.18045,                0.83194,             0.00045181,             0.00045181,             0.00045181
                    132,                0.46473,                0.39286,                0.28322,                0.86489,                0.99813,                0.99794,                0.99497,                0.96175,                0.99701,                0.99683,                 0.9943,                0.69554,                0.30919,                0.19727,                0.18215,                0.83185,             0.00044563,             0.00044563,             0.00044563
                    133,                0.46373,                0.39144,                0.27896,                0.86833,                 0.9982,                0.99838,                  0.995,                0.95252,                0.99757,                0.99776,                0.99475,                0.68184,                0.30912,                0.19778,                0.17847,                0.83134,             0.00043944,             0.00043944,             0.00043944
                    134,                0.45736,                0.38975,                0.27444,                0.86505,                0.99911,                0.99852,                  0.995,                0.95769,                0.99787,                0.99728,                0.99427,                0.68126,                0.30612,                0.19636,                0.17787,                0.83206,             0.00043325,             0.00043325,             0.00043325
                    135,                0.45434,                0.38656,                0.27637,                 0.8653,                0.99907,                0.99963,                  0.995,                0.95914,                0.99782,                 0.9984,                0.99443,                 0.6876,                0.31132,                 0.2001,                0.17722,                0.83175,             0.00042706,             0.00042706,             0.00042706
                    136,                0.46443,                0.39939,                0.28197,                0.86642,                0.99712,                0.99966,                  0.995,                 0.9571,                0.99601,                0.99854,                0.99435,                0.69274,                0.31163,                0.19541,                 0.1811,                0.83272,             0.00042087,             0.00042087,             0.00042087
                    137,                0.44826,                0.37022,                0.26697,                0.86105,                0.99745,                0.99948,                  0.995,                0.95925,                0.99688,                0.99892,                0.99489,                0.69567,                0.31611,                0.19553,                0.18034,                0.83417,             0.00041469,             0.00041469,             0.00041469
                    138,                0.46029,                0.39038,                0.28136,                0.86766,                0.99867,                0.99837,                  0.995,                 0.9673,                0.99744,                0.99713,                0.99426,                0.69776,                0.30226,                0.19416,                0.17353,                0.82936,              0.0004085,              0.0004085,              0.0004085
                    139,                0.46344,                0.40186,                0.27967,                0.86449,                0.99759,                0.99864,                  0.995,                0.96285,                0.99647,                0.99753,                0.99434,                0.69827,                0.30062,                0.19618,                 0.1793,                0.83063,             0.00040231,             0.00040231,             0.00040231
                    140,                0.45499,                 0.3847,                0.27289,                0.86198,                0.99902,                0.99884,                  0.995,                0.96247,                0.99877,                0.99859,                0.99498,                0.69736,                0.30161,                0.19413,                0.17342,                0.83073,             0.00039613,             0.00039613,             0.00039613
                    141,                0.44843,                0.38211,                0.26769,                0.86252,                0.99878,                0.99938,                  0.995,                 0.9665,                0.99754,                0.99814,                0.99438,                0.70148,                0.29759,                0.19144,                0.17251,                0.82858,             0.00038994,             0.00038994,             0.00038994
                    142,                0.44501,                0.38915,                0.27235,                0.85879,                0.99907,                0.99975,                  0.995,                0.95943,                0.99771,                0.99839,                0.99423,                0.69971,                0.31594,                0.19307,                0.17624,                0.83291,             0.00038375,             0.00038375,             0.00038375
                    143,                0.44424,                0.38563,                0.27029,                0.86286,                0.99776,                 0.9997,                  0.995,                0.96813,                0.99721,                0.99914,                0.99474,                 0.7034,                0.29271,                0.19242,                0.17291,                0.82761,             0.00037756,             0.00037756,             0.00037756
                    144,                0.44998,                0.39257,                0.27511,                0.86273,                0.99836,                0.99962,                0.99499,                0.96739,                0.99812,                0.99937,                0.99497,                0.71073,                0.29641,                0.19246,                0.17314,                0.82848,             0.00037138,             0.00037138,             0.00037138
                    145,                0.45475,                0.38774,                0.27825,                0.86017,                 0.9991,                0.99924,                  0.995,                0.96638,                0.99885,                0.99899,                0.99493,                0.70037,                0.29611,                 0.1923,                0.17317,                 0.8275,             0.00036519,             0.00036519,             0.00036519
                    146,                0.44697,                0.37854,                0.27279,                0.86329,                0.99866,                0.99904,                  0.995,                0.96896,                0.99754,                0.99792,                0.99454,                0.70222,                0.29662,                0.19232,                0.17308,                0.82683,               0.000359,               0.000359,               0.000359
                    147,                0.44197,                0.37074,                 0.2664,                0.85956,                 0.9994,                0.99975,                  0.995,                0.96832,                0.99928,                0.99963,                  0.995,                0.69386,                0.28921,                0.19371,                0.16875,                0.82658,             0.00035281,             0.00035281,             0.00035281
                    148,                 0.4314,                0.37717,                0.26086,                0.85708,                0.99858,                0.99851,                  0.995,                0.96069,                0.99833,                0.99827,                0.99496,                 0.7026,                0.30286,                0.19202,                0.17003,                0.83085,             0.00034663,             0.00034663,             0.00034663
                    149,                0.44269,                 0.3755,                  0.267,                0.85788,                0.99908,                0.99906,                  0.995,                 0.9659,                0.99895,                0.99893,                0.99499,                0.70388,                0.29142,                0.19162,                0.17041,                0.82704,             0.00034044,             0.00034044,             0.00034044
                    150,                0.43498,                0.38748,                0.26767,                 0.8597,                0.99906,                0.99975,                  0.995,                0.97122,                0.99838,                0.99907,                 0.9947,                0.71346,                0.27853,                0.18952,                0.16714,                0.82463,             0.00033425,             0.00033425,             0.00033425
                    151,                 0.4443,                0.38328,                0.26705,                0.85978,                0.99952,                0.99963,                  0.995,                0.96946,                 0.9984,                0.99852,                0.99438,                0.71403,                0.28528,                0.19077,                0.16752,                0.82564,             0.00032806,             0.00032806,             0.00032806
                    152,                 0.4456,                0.37767,                0.26309,                0.85839,                0.99885,                0.99955,                  0.995,                0.97319,                0.99816,                0.99886,                0.99469,                0.71811,                 0.2841,                0.18689,                0.16485,                0.82529,             0.00032188,             0.00032188,             0.00032188
                    153,                0.43536,                0.38265,                0.26143,                0.85845,                 0.9992,                0.99948,                  0.995,                0.96968,                0.99752,                 0.9978,                0.99422,                0.71406,                0.28037,                0.18893,                0.16549,                0.82455,             0.00031569,             0.00031569,             0.00031569
                    154,                0.43182,                0.37572,                0.26054,                0.85679,                0.99931,                0.99885,                  0.995,                0.96874,                0.99843,                0.99797,                0.99461,                0.71368,                 0.2908,                0.18951,                0.16527,                0.82632,              0.0003095,              0.0003095,              0.0003095
                    155,                 0.4273,                0.37277,                 0.2609,                0.85488,                0.99948,                0.99952,                  0.995,                0.97578,                0.99893,                0.99896,                0.99483,                0.71642,                0.27593,                0.18464,                0.16323,                0.82457,             0.00030331,             0.00030331,             0.00030331
                    156,                0.43397,                0.37549,                0.25892,                0.85608,                0.99921,                0.99976,                  0.995,                0.97475,                0.99822,                0.99877,                 0.9946,                0.72138,                0.27782,                0.18547,                0.16375,                0.82398,             0.00029713,             0.00029713,             0.00029713
                    157,                0.43574,                0.37759,                0.26298,                0.85684,                0.99943,                0.99957,                  0.995,                  0.973,                0.99918,                0.99932,                0.99495,                0.72205,                0.27818,                0.18808,                0.16348,                0.82326,             0.00029094,             0.00029094,             0.00029094
                    158,                0.42772,                0.37037,                0.25974,                0.85716,                 0.9995,                0.99975,                  0.995,                0.97672,                0.99894,                 0.9992,                0.99477,                0.72077,                0.26831,                0.18482,                0.15875,                0.82182,             0.00028475,             0.00028475,             0.00028475
                    159,                0.41779,                 0.3557,                0.25134,                0.85082,                0.99854,                0.99952,                  0.995,                0.97483,                0.99842,                 0.9994,                0.99497,                0.71968,                0.27727,                0.18552,                0.16016,                0.82353,             0.00027856,             0.00027856,             0.00027856
                    160,                0.41773,                0.36473,                0.25379,                0.85294,                0.99914,                0.99975,                  0.995,                0.97502,                0.99889,                 0.9995,                0.99495,                 0.7282,                 0.2757,                0.18438,                0.15973,                0.82266,             0.00027237,             0.00027237,             0.00027237
                    161,                 0.4216,                  0.373,                0.25618,                0.85298,                0.99864,                0.99956,                  0.995,                 0.9713,                0.99764,                0.99858,                0.99443,                0.72533,                0.27938,                0.18548,                0.16098,                 0.8234,             0.00026619,             0.00026619,             0.00026619
                    162,                0.42129,                0.37505,                0.25565,                0.85515,                0.99895,                0.99945,                  0.995,                0.97163,                0.99796,                0.99846,                0.99463,                0.72273,                0.26692,                0.18463,                0.15627,                0.82156,                0.00026,                0.00026,                0.00026
                    163,                0.41812,                0.37253,                0.25167,                0.85711,                0.99879,                0.99945,                  0.995,                0.97286,                 0.9978,                0.99846,                0.99463,                 0.7182,                0.27238,                0.18511,                0.15847,                0.82316,             0.00025381,             0.00025381,             0.00025381
                    164,                0.41548,                0.36958,                0.25301,                0.85156,                 0.9973,                0.99912,                  0.995,                 0.9741,                0.99674,                0.99857,                0.99469,                0.72538,                0.27128,                0.18315,                0.16064,                0.82316,             0.00024762,             0.00024762,             0.00024762
                    165,                0.41122,                0.36805,                 0.2517,                0.84954,                0.99931,                0.99931,                  0.995,                0.97389,                0.99831,                0.99839,                0.99442,                0.72427,                0.26954,                0.18369,                0.15878,                0.82197,             0.00024144,             0.00024144,             0.00024144
                    166,                0.41392,                 0.3664,                0.25186,                0.85169,                0.99923,                0.99975,                  0.995,                0.97447,                0.99867,                 0.9992,                0.99476,                0.72896,                0.26856,                0.18239,                0.15668,                0.82242,             0.00023525,             0.00023525,             0.00023525
                    167,                0.41027,                0.36779,                 0.2486,                0.84873,                0.99934,                0.99957,                  0.995,                 0.9774,                0.99879,                0.99902,                 0.9947,                0.72522,                0.26251,                0.18205,                0.15464,                0.82075,             0.00022906,             0.00022906,             0.00022906
                    168,                0.41061,                 0.3593,                0.24835,                0.85238,                0.99948,                0.99957,                  0.995,                0.97827,                0.99935,                0.99944,                0.99499,                0.72706,                0.25948,                0.18128,                0.15475,                0.82022,             0.00022288,             0.00022288,             0.00022288
                    169,                0.41421,                0.36373,                0.25166,                0.84897,                0.99948,                0.99959,                  0.995,                 0.9744,                0.99848,                0.99861,                0.99446,                0.73065,                0.27068,                0.18102,                0.15677,                0.82269,             0.00021669,             0.00021669,             0.00021669
                    170,                0.41008,                 0.3652,                0.24987,                0.85173,                0.99932,                0.99974,                  0.995,                0.97604,                0.99876,                0.99918,                0.99477,                0.72911,                0.26117,                0.18151,                0.15577,                0.82045,              0.0002105,              0.0002105,              0.0002105
                    171,                0.40432,                0.36852,                0.24635,                0.85146,                0.99902,                0.99976,                  0.995,                0.98124,                0.99803,                0.99877,                0.99449,                0.74069,                0.25337,                0.17883,                0.15161,                 0.8182,             0.00020431,             0.00020431,             0.00020431
                    172,                0.40319,                0.36406,                0.24506,                0.84937,                0.99914,                0.99937,                  0.995,                0.97863,                0.99815,                0.99838,                0.99448,                0.72897,                 0.2582,                0.18191,                0.15324,                0.81971,             0.00019813,             0.00019813,             0.00019813
                    173,                0.39976,                0.35827,                0.24108,                0.84665,                0.99955,                0.99975,                  0.995,                0.97971,                  0.999,                 0.9992,                0.99479,                0.73237,                0.24984,                0.17915,                0.15139,                0.81745,             0.00019194,             0.00019194,             0.00019194
                    174,                0.39792,                0.35812,                0.24518,                0.84601,                0.99959,                0.99977,                  0.995,                0.97962,                0.99904,                0.99921,                 0.9947,                0.73381,                0.25289,                0.17997,                 0.1506,                0.81831,             0.00018575,             0.00018575,             0.00018575
                    175,                0.39677,                0.35627,                0.24422,                 0.8466,                0.99927,                0.99968,                  0.995,                0.97954,                0.99828,                0.99869,                0.99425,                0.73778,                0.25612,                  0.179,                0.15142,                 0.8189,             0.00017956,             0.00017956,             0.00017956
                    176,                0.39098,                0.35457,                0.23803,                0.84569,                0.99888,                0.99967,                  0.995,                0.97947,                0.99789,                0.99869,                0.99441,                0.72868,                0.25284,                 0.1801,                 0.1499,                0.81839,             0.00017338,             0.00017338,             0.00017338
                    177,                0.40336,                0.35987,                0.24322,                0.85046,                0.99897,                0.99966,                  0.995,                 0.9773,                0.99785,                0.99855,                0.99447,                 0.7337,                0.25517,                0.17826,                0.15002,                0.81878,             0.00016719,             0.00016719,             0.00016719
                    178,                0.39777,                0.35909,                0.23994,                0.85014,                0.99889,                0.99957,                  0.995,                0.97992,                0.99833,                0.99901,                0.99474,                0.73885,                0.25443,                0.17669,                0.15053,                  0.818,               0.000161,               0.000161,               0.000161
                    179,                0.38986,                0.35397,                0.23486,                0.84655,                0.99927,                 0.9997,                  0.995,                0.98357,                0.99914,                0.99957,                0.99497,                0.73644,                0.24601,                0.17731,                0.14638,                 0.8168,             0.00015481,             0.00015481,             0.00015481
                    180,                0.39336,                0.35436,                0.23994,                0.84489,                0.99942,                0.99971,                  0.995,                0.98213,                0.99886,                0.99915,                 0.9947,                0.73599,                0.24645,                0.17726,                0.14694,                0.81676,             0.00014862,             0.00014862,             0.00014862
                    181,                0.38879,                0.34658,                0.23697,                0.84779,                0.99948,                0.99974,                  0.995,                 0.9831,                0.99893,                0.99919,                0.99466,                0.73499,                0.24777,                0.17725,                 0.1485,                0.81713,             0.00014244,             0.00014244,             0.00014244
                    182,                0.39408,                0.35272,                0.24188,                0.84792,                0.99922,                0.99966,                  0.995,                0.98325,                0.99823,                0.99867,                0.99431,                0.73511,                0.24499,                0.17614,                0.14689,                0.81639,             0.00013625,             0.00013625,             0.00013625
                    183,                0.39608,                0.37013,                0.24267,                0.84822,                0.99917,                0.99955,                  0.995,                 0.9831,                0.99818,                0.99856,                0.99434,                0.73948,                0.24478,                0.17553,                0.14541,                0.81619,             0.00013006,             0.00013006,             0.00013006
                    184,                0.38187,                 0.3365,                0.23181,                0.84372,                0.99944,                 0.9996,                  0.995,                0.98066,                0.99888,                0.99905,                 0.9947,                0.73394,                0.24624,                0.17634,                0.14548,                0.81623,             0.00012387,             0.00012387,             0.00012387
                    185,                0.38417,                0.35006,                0.23463,                0.84365,                0.99938,                 0.9997,                  0.995,                0.98146,                0.99925,                0.99958,                0.99498,                0.73641,                0.24586,                0.17667,                0.14606,                0.81674,             0.00011769,             0.00011769,             0.00011769
                    186,                0.38368,                0.35052,                0.23211,                0.84833,                0.99928,                0.99978,                  0.995,                  0.983,                0.99872,                0.99922,                0.99474,                0.73635,                0.24351,                0.17551,                0.14493,                0.81634,              0.0001115,              0.0001115,              0.0001115
                    187,                0.38904,                0.35845,                0.23579,                0.84318,                0.99939,                0.99983,                  0.995,                0.98192,                 0.9984,                0.99884,                0.99445,                0.73914,                0.24586,                0.17388,                0.14462,                0.81671,             0.00010531,             0.00010531,             0.00010531
                    188,                0.38416,                0.34097,                0.23246,                0.84379,                0.99957,                0.99989,                  0.995,                0.98329,                0.99858,                 0.9989,                0.99442,                0.73724,                0.23888,                0.17347,                0.14325,                0.81517,             9.9125e-05,             9.9125e-05,             9.9125e-05
                    189,                0.37609,                0.34664,                0.23013,                  0.843,                0.99957,                0.99981,                  0.995,                0.98303,                0.99901,                0.99926,                0.99471,                0.74222,                0.24229,                 0.1746,                0.14409,                0.81579,             9.2937e-05,             9.2937e-05,             9.2937e-05
                    190,                0.37525,                0.35015,                  0.231,                0.84295,                0.99947,                0.99991,                  0.995,                0.98373,                0.99892,                0.99935,                0.99471,                0.74153,                 0.2398,                0.17391,                0.14305,                0.81505,              8.675e-05,              8.675e-05,              8.675e-05
                    191,                0.31733,                0.22016,                0.18975,                0.82509,                0.99928,                      1,                  0.995,                 0.9679,                0.99829,                0.99901,                0.99427,                0.70344,                0.28075,                0.18602,                0.15835,                0.82419,             8.0563e-05,             8.0563e-05,             8.0563e-05
                    192,                0.30001,                0.21174,                0.17788,                0.81974,                0.99932,                0.99997,                  0.995,                0.97321,                0.99876,                0.99942,                0.99464,                0.70638,                0.26868,                0.18451,                 0.1541,                0.82175,             7.4375e-05,             7.4375e-05,             7.4375e-05
                    193,                0.28709,                0.20767,                0.17359,                0.81981,                0.99944,                0.99992,                  0.995,                0.97713,                0.99845,                0.99893,                0.99434,                0.71998,                0.26228,                0.18136,                0.15075,                0.82029,             6.8188e-05,             6.8188e-05,             6.8188e-05
                    194,                0.28851,                0.20709,                0.17399,                0.81738,                0.99947,                      1,                  0.995,                0.97669,                0.99835,                0.99889,                0.99433,                0.72289,                 0.2622,                0.18008,                0.15065,                 0.8195,                6.2e-05,                6.2e-05,                6.2e-05
                    195,                0.28676,                0.20901,                0.17189,                0.81988,                0.99943,                      1,                  0.995,                0.97562,                0.99844,                0.99901,                0.99432,                0.72908,                 0.2594,                  0.179,                 0.1492,                0.81899,             5.5813e-05,             5.5813e-05,             5.5813e-05
                    196,                0.28198,                0.20341,                0.16934,                0.81403,                0.99936,                      1,                  0.995,                0.97924,                0.99837,                0.99901,                0.99433,                0.73148,                0.25215,                0.17764,                0.14701,                0.81732,             4.9625e-05,             4.9625e-05,             4.9625e-05
                    197,                0.27574,                0.20743,                0.16883,                0.81912,                0.99944,                      1,                  0.995,                0.98015,                0.99845,                0.99901,                0.99433,                0.73466,                0.25186,                0.17674,                0.14616,                0.81777,             4.3438e-05,             4.3438e-05,             4.3438e-05
                    198,                0.27199,                0.20308,                0.16545,                0.80794,                0.99956,                      1,                  0.995,                0.98107,                0.99857,                0.99901,                0.99431,                0.73628,                0.24793,                0.17639,                0.14375,                0.81677,              3.725e-05,              3.725e-05,              3.725e-05
                    199,                0.27579,                0.20447,                0.16687,                0.81319,                0.99958,                      1,                  0.995,                0.98232,                0.99859,                0.99901,                0.99433,                0.73247,                0.24629,                 0.1767,                0.14334,                0.81644,             3.1063e-05,             3.1063e-05,             3.1063e-05
                    200,                0.27072,                0.20163,                0.16497,                0.81264,                0.99954,                      1,                  0.995,                0.98229,                0.99855,                0.99901,                0.99436,                0.73911,                 0.2487,                 0.1753,                0.14364,                0.81663,             2.4875e-05,             2.4875e-05,             2.4875e-05
